,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date
761,rotten,certified-fresh,93.0,"Carlos gives hipsters Munich minus the moral conviction and dramatic cogency that hipsters fashionably distrust. It's being presented in two versions: 330 minutes and 165 minutes, one as emotionally flat as the other.",New York Press,Carlos,"Oct 13, 2010"
762,fresh,certified-fresh,98.0,"With entertaining clarity, writer-director Charles Ferguson explains what caused the recession that began September 15, 2008.",New York Press,Inside Job,"Oct 13, 2010"
763,fresh,certified-fresh,83.0,"Unafraid of her subject's complexity, von Trotta shows Bingen's weaknesses as part of her humanity, as in her attachment to novice Richardis von Stade, who rouses the other, narcissistic side of Bingen's will.",New York Press,Vision: From the Life of Hildegard von Bingen,"Oct 13, 2010"
764,rotten,rotten,30.0,"Berlanti's irreality -- following the cutesy script by Ian Deitchman and Kristin Rusk Robinson -- results in a synthetic vision of life that is, essentially, an appeasement of the pre-fab, bourgeois status quo.",New York Press,Life as We Know It,"Oct 06, 2010"
765,fresh,certified-fresh,80.0,"Nowhere Boy makes Lennon's rocky personal journey parallel the cultural upheaval of rock 'n' roll -- a revolution that changed social custom, family life and private instinct.",New York Press,Nowhere Boy,"Oct 06, 2010"
766,rotten,fresh,64.0,Tamara Drewe is one of Stephen Frears' deadlies -- like his awful 2002 Liam -- where his proven skill with actors doesn't overcome a dumb concept.,New York Press,Tamara Drewe,"Oct 06, 2010"
767,rotten,certified-fresh,88.0,Children should not be exposed to this lurid display of helplessness and pessimism -- and adult viewers should be wary of the nihilistic indulgence.,New York Press,Let Me In,"Sep 29, 2010"
768,rotten,certified-fresh,96.0,"Like one of those fake-smart, middlebrow TV shows, the speciousness of The Social Network is disguised by topicality. It's really a movie excusing Hollywood ruthlessness.",New York Press,The Social Network,"Sep 29, 2010"
769,fresh,,,Jonze's breakthrough should prove as timeless as O. Henry's classic tale.,New York Press,I'm Here,"Sep 22, 2010"
770,fresh,rotten,53.0,"Snyder's wildlife adventure returns him to genius: extreme, dream-like action cinema that expresses his pop-art faith.",New York Press,Legend of the Guardians: The Owls of Ga'Hoole,"Sep 22, 2010"
771,rotten,rotten,45.0,"You Will Meet a Tall Dark Stranger continues the selfishness and lack of faith that in Manhattan once seemed to observe moral decay, and Hannah and Her Sisters became a symptom of. There's been no real progress since...",New York Press,You Will Meet a Tall Dark Stranger,"Sep 22, 2010"
772,rotten,fresh,63.0,James Franco's now tiresome androgyny (so soon?) asks for wink-nod approval of Ginsberg's hero status without adequately delineating Ginsberg's personality or the emotional tensions of the late-'50s era.,New York Press,Howl,"Sep 22, 2010"
773,fresh,rotten,55.0,"Money Never Sleeps isn't an epic masterpiece like Stone's World Trade Center, but it's often amazingly vivid.",New York Press,Wall Street: Money Never Sleeps,"Sep 22, 2010"
774,rotten,certified-fresh,85.0,Easy A is now frontrunner for worst film of 2010.,New York Press,Easy A,"Sep 15, 2010"
775,rotten,fresh,71.0,"Romanek has a genuine, acquired understanding of pop's prevarications. He means to avoid triviality and bring emotional and visual gravity to the experience of youth, yet doesn't seem to grasp that Ishiguro's concept is daft.",New York Press,Never Let Me Go,"Sep 15, 2010"
776,rotten,certified-fresh,92.0,The Town is nearly as ludicrous as [Affleck's] debut Gone Baby Gone -- another poison pen letter to Beantown.,New York Press,The Town,"Sep 15, 2010"
777,fresh,rotten,21.0,"If critics and fanboys weren't suckers for simplistic nihilism and high-pressure marketing, Afterlife would be universally acclaimed as a visionary feat, superior to Inception and Avatar on every level.",New York Press,Resident Evil: Afterlife,"Sep 13, 2010"
778,fresh,fresh,87.0,Hideaway continues Ozon's brave apostasy that procreation (parenthood) is our nature.,New York Press,The Refuge,"Sep 08, 2010"
779,rotten,certified-fresh,71.0,"If this kind of selfconscious cinema junk is to be enjoyed, it can only be enjoyed by morons.",New York Press,Machete,"Sep 01, 2010"
780,rotten,fresh,65.0,"Clooney's still on his anti-American kick, sentimentalizing the corruption that appeals to cynical film critics who fall for his forced, noxious ""charm.""",New York Press,The American,"Sep 01, 2010"
781,fresh,rotten,34.0,"From one great director to another, a Woman, a Gun and a Noodle Shop pays tribute to the Coens by improving their earlier immature work.",New York Press,"A Woman, a Gun and a Noodle Shop","Sep 01, 2010"
782,fresh,certified-fresh,90.0,"My Dog Tulip restores human feeling to animation, a post-Pixar miracle.",New York Press,My Dog Tulip,"Sep 01, 2010"
783,fresh,rotten,28.0,Takers refines a genre that has been hollowed-out by the cold repetitions of such clich movies as Soderbergh's Oceans franchise...,New York Press,Takers,"Sep 01, 2010"
784,fresh,certified-fresh,78.0,"If you accurately described each scene, you'd have a book of poetry. That's how detailed and vivid are The Milk of Sorrow's rhythms.",New York Press,The Milk of Sorrow,"Aug 25, 2010"
785,rotten,fresh,60.0,New rule: Only one decapitation per ancient action movie.,New York Press,Centurion,"Aug 25, 2010"
786,rotten,certified-fresh,82.0,Mesrine's attempt to rival Hollywood crime movies' magnum force -- either through B-movie precision or A-movie elaborateness -- fails.,New York Press,Mesrine: Part 1 - Death Instinct,"Aug 25, 2010"
787,rotten,certified-fresh,98.0,"Think what Hannah Arendt could have made of this footage? Typical of contemporary advocacy journalism, Hersonski doesn't know what to do with this outrageous material except show it.",New York Press,A Film Unfinished,"Aug 18, 2010"
788,fresh,rotten,34.0,"Cube may not have seen René Clair's 1931 lottery masterpiece Le Million, but, as a film impresario, he captures some of its culturally-specific charm.",New York Press,Lottery Ticket,"Aug 18, 2010"
789,rotten,certified-fresh,93.0,The Tillman Story is another example of how contemporary journalism and documentary-making have lost credibility.,New York Press,The Tillman Story,"Aug 18, 2010"
790,fresh,certified-fresh,82.0,Wright's speed and humor are authentic and irresistible. Let's hope that's not all his admirers see.,New York Press,Scott Pilgrim vs. the World,"Aug 11, 2010"
791,rotten,rotten,42.0,The Expendables is third-rate.,New York Press,The Expendables,"Aug 11, 2010"
792,fresh,certified-fresh,79.0,The Other Guys just goes all over the place; stay tuned to see if McKay goes anywhere.,New York Press,The Other Guys,"Aug 11, 2010"
793,rotten,rotten,3.0,Joel Schumacher's talent exceeds his ambition in Twelve.,New York Press,Twelve,"Aug 11, 2010"
794,rotten,rotten,40.0,"It is more proof that the influence of TV-style superficiality -- undramatic pacing, routine imagery -- has ruined the imagination of both filmgoers and filmmakers.",New York Press,Middle Men,"Aug 05, 2010"
795,rotten,rotten,47.0,"Isn't really as good as the underrated 1980s diptych, Breakin' and the superb Breakin' 2: Electric Boogalo...",New York Press,Step Up 3,"Aug 04, 2010"
796,rotten,certified-fresh,85.0,"It's got miracle-worker actors, but only a miracle-worker director could pull off this drivel.",New York Press,Get Low,"Jul 29, 2010"
797,rotten,rotten,28.0,Efron cries tears the way a cheerleader waves pom-poms.,New York Press,Charlie St. Cloud,"Jul 29, 2010"
798,rotten,rotten,42.0,"Actors are paid to be embarrassing, and audiences pay to get embarrassed. That's the lesson to learn from Dinner for Schmucks, an idiot-comedy for idiots.",New York Press,Dinner for Schmucks,"Jul 29, 2010"
799,rotten,fresh,86.0,Fascinating yet unsatisfactory.,New York Press,Jean-Michel Basquiat: The Radiant Child,"Jul 23, 2010"
800,fresh,fresh,68.0,Life During Wartime might be the toughest American movie of 2010. Its audacity confirms Solondz's ingenuity and thematic focus.,New York Press,Life During Wartime,"Jul 21, 2010"
801,rotten,fresh,62.0,"It offends one's cinematic and political sensibilities just as carelessly as Syriana, Green Zone or Inglourious Basterds.",New York Press,Salt,"Jul 21, 2010"
802,fresh,certified-fresh,80.0,Despicable Me works as adult comedy in the same intelligent sense as Dr. Seuss rhymes.,New York Press,Despicable Me,"Jul 14, 2010"
803,rotten,certified-fresh,87.0,"Like Grand Theft Auto's quasi-cinematic extension of noir and action-flick plots, Inception manipulates the digital audience's delectation for relentless subterfuge.",New York Press,Inception,"Jul 14, 2010"
804,rotten,certified-fresh,92.0,"Cholodenko's films always falter through their obvious, self-congratulatory point-making.",New York Press,The Kids Are All Right,"Jul 07, 2010"
805,rotten,rotten,12.0,"Love Ranch (""inspired by a true story"") should have been satirical. Instead, it's just accidentally hilarious.",New York Press,Love Ranch,"Jun 30, 2010"
806,rotten,rotten,47.0,"Despite its horror movie premise, the Twilight series has become an ADHD sedative.",New York Press,The Twilight Saga: Eclipse,"Jun 30, 2010"
807,fresh,certified-fresh,96.0,"Their unsentimental portraits of platoon life match harsh deployment to fast, gentle camaraderie.",New York Press,Restrepo,"Jun 25, 2010"
808,fresh,rotten,10.0,Cheerful and surprisingly heartfelt.,New York Press,Grown Ups,"Jun 25, 2010"
809,rotten,rotten,55.0,"Winterbottom is in Mike Figgis mode, offering grossly violent filmnoir clichs, made of punching-bag-face make-up, gratuitous sex and Dark Knight nihilism...",New York Press,The Killer Inside Me,"Jun 23, 2010"
810,fresh,fresh,68.0,It embarrasses just about every other piece of filmmaking around.,New York Press,Wild Grass,"Jun 23, 2010"
811,rotten,rotten,52.0,"There's no kinetic rhythm, no From Paris With Love energy or craft, no Jonah Hex wit -- only a distorted, distended James Bondish marathon chase.",New York Press,Knight and Day,"Jun 23, 2010"
812,fresh,rotten,12.0,"It reexamines assumptions of good and evil-morality tale vs, trite entertainment-by confronting the hideous compromises people make with social conventions and their own desperation.",New York Press,Jonah Hex,"Jun 18, 2010"
813,rotten,certified-fresh,98.0,Toy Story 3 is so besotted with brand names and product-placement that it stops being about the innocent pleasures of imagination -- the usefulness of toys -- and strictly celebrates consumerism.,New York Press,Toy Story 3,"Jun 18, 2010"
814,rotten,certified-fresh,81.0,"Swinton always attempts bold milestones, but I Am Love makes one long to go back to the old landmarks.",New York Press,I Am Love,"Jun 16, 2010"
815,rotten,fresh,84.0,"Stonewall Uprising commits an unfortunate revisionism: Every person interviewed in the doc refocuses that legendary civil disobedience at the Stonewall Inn as a homogeneously white, mostly male memory. Stonewall Uprising's history is gentrified history.",New York Press,Stonewall Uprising,"Jun 16, 2010"
816,rotten,rotten,48.0,"The A-Team isn't ""bad,"" it's just straightforward gimcrack and commercialism.",New York Press,The A-Team,"Jun 16, 2010"
817,rotten,fresh,66.0,The Smiths aim for bigger box-office numbers by offering a secondhand fantasy that replaces academic hard work with the superficial amusement of martial arts self-defense.,New York Press,The Karate Kid,"Jun 09, 2010"
818,rotten,certified-fresh,92.0,"Nothing -- not even daughter Melissa's assessment of all comedians as ""damaged"" -- validates this worshipful portrait of craven showbiz.",New York Press,Joan Rivers: A Piece of Work,"Jun 09, 2010"
